neighbourhood_cleansed,latitude,longitude
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93115800226483,-77.02277657346472
"Hawthorne, Barnaby Woods, Chevy Chase",38.95840111492519,-77.0728372855526
"Dupont Circle, Connecticut Avenue/K Street",38.91603005226376,-77.03939935294346
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.870238,-76.981977
"Union Station, Stanton Park, Kingman Park",38.90312884529621,-76.99213468986098
"Mayfair, Hillbrook, Mahaning Heights",38.893436,-76.9406073
"Union Station, Stanton Park, Kingman Park",38.8944185,-76.9982594
"Union Station, Stanton Park, Kingman Park",38.8995042,-77.00234259999999
"Dupont Circle, Connecticut Avenue/K Street",38.9185892,-77.0375814
"Dupont Circle, Connecticut Avenue/K Street",38.9185892,-77.0375814
"Brightwood Park, Crestwood, Petworth",38.938787871677405,-77.02980344287975
"Capitol View, Marshall Heights, Benning Heights",38.88426370000001,-76.9316284
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92933992232243,-77.01981324702501
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9339731,-77.02519439999999
"Takoma, Brightwood, Manor Park",38.97137735126094,-77.02155800238481
"Cathedral Heights, McLean Gardens, Glover Park",38.91747131905037,-77.07249281609754
"Union Station, Stanton Park, Kingman Park",38.8944185,-76.9982594
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91695952383195,-77.04391644590032
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90550013459861,-76.97634412814955
"Capitol Hill, Lincoln Park",38.88033340107983,-76.99466025844134
"Capitol Hill, Lincoln Park",38.88231676162637,-76.99607502195076
"Near Southeast, Navy Yard",38.8796381,-77.0056366
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90037,-76.92781
"Douglas, Shipley Terrace",38.8454097,-76.97594029999999
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87509846039577,-76.95521860245296
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93517287506298,-77.05742023925663
"Union Station, Stanton Park, Kingman Park",38.89932325930595,-76.99260989348102
"Brookland, Brentwood, Langdon",38.92775915105646,-76.97099148968424
"Friendship Heights, American University Park, Tenleytown",38.95577514193271,-77.08555212097568
"Brightwood Park, Crestwood, Petworth",38.93843763784482,-77.0315033818894
"Takoma, Brightwood, Manor Park",38.9570825,-77.0138879
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92645385904623,-77.05223145077619
"Union Station, Stanton Park, Kingman Park",38.902225500560576,-76.99966069257584
"Union Station, Stanton Park, Kingman Park",38.903576891626514,-76.99770073179025
"Shaw, Logan Circle",38.913004431939534,-77.03113376827301
"Union Station, Stanton Park, Kingman Park",38.90211789396473,-76.99480643871625
"Shaw, Logan Circle",38.91045931011392,-77.02389139399644
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.8989019,-76.9191403
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.897668711390175,-76.91911239176989
"Union Station, Stanton Park, Kingman Park",38.8944185,-76.9982594
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90232688888702,-76.92804910274214
"Union Station, Stanton Park, Kingman Park",38.90368101773865,-77.00037240333143
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92448122498534,-77.05368929654549
"River Terrace, Benning, Greenway, Dupont Park",38.89375413848256,-76.95777737570386
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90873059702441,-77.01090031650021
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91240070350386,-77.00510979651808
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92816034189601,-77.05277181581815
"Shaw, Logan Circle",38.90700746070699,-77.01680283237441
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9286566,-77.0384583
"Mayfair, Hillbrook, Mahaning Heights",38.89836691506837,-76.94251825151686
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89814395841553,-76.91996227084213
"Kalorama Heights, Adams Morgan, Lanier Heights",38.917630054319005,-77.0416153641655
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93048020623535,-77.02338862838258
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9552412,-76.99232169999999
"Dupont Circle, Connecticut Avenue/K Street",38.91519407709409,-77.04141474500348
"Dupont Circle, Connecticut Avenue/K Street",38.91244,-77.04327
"Brookland, Brentwood, Langdon",38.9237745,-76.9933731
"Howard University, Le Droit Park, Cardozo/Shaw",38.91886969999999,-77.0334628
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91153936580767,-77.0809307592733
"Woodridge, Fort Lincoln, Gateway",38.94014071373457,-76.97394898420207
"Union Station, Stanton Park, Kingman Park",38.89994871116251,-76.98895591191561
"Colonial Village, Shepherd Park, North Portal Estates",38.98423727843896,-77.02706558536796
"Takoma, Brightwood, Manor Park",38.96229,-77.01644
"Congress Heights, Bellevue, Washington Highlands",38.84033864179327,-77.00417878775137
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Capitol Hill, Lincoln Park",38.88044113934797,-76.99364347126352
"Howard University, Le Droit Park, Cardozo/Shaw",38.91994873267839,-77.02922060870318
"Howard University, Le Droit Park, Cardozo/Shaw",38.91506747608656,-77.02989731164455
"Shaw, Logan Circle",38.91334755154402,-77.03276076582061
"Shaw, Logan Circle",38.91407,-77.03258
"Near Southeast, Navy Yard",38.8796381,-77.0056366
"Brookland, Brentwood, Langdon",38.92945892415037,-76.97385629150928
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.933983853302976,-77.02712408470896
"Ivy City, Arboretum, Trinidad, Carver Langston",38.899966,-76.97400107
"Shaw, Logan Circle",38.91332205968862,-77.0199728095826
"Shaw, Logan Circle",38.91155,-77.0195
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.918660536190544,-77.01192286023428
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9301844,-77.0238617
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.928843083563,-77.02259242482492
"Union Station, Stanton Park, Kingman Park",38.89627,-76.98482
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95751272691324,-76.99823324810038
"Capitol Hill, Lincoln Park",38.88997487896338,-76.98730625396726
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92456,-77.0258
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91088422594411,-77.01612281860882
"Shaw, Logan Circle",38.91084239857181,-77.01730327719642
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.906296203929806,-77.01445200292203
"Shaw, Logan Circle",38.9084481136704,-77.02344670830473
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9047232025258,-77.01464585931511
"Shaw, Logan Circle",38.90665927377068,-77.01639711668513
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90872663286987,-77.01573950101562
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90961884089608,-77.0157956635788
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90746034150581,-77.00967443449036
"Dupont Circle, Connecticut Avenue/K Street",38.911136921147005,-77.03574703082754
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91026117868813,-77.01584478698427
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90939379997892,-77.01577009637687
"Shaw, Logan Circle",38.91025626727704,-77.01781611202964
"Brightwood Park, Crestwood, Petworth",38.95677991948644,-77.0311027919844
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.94318348254267,-77.00451089356373
"Mayfair, Hillbrook, Mahaning Heights",38.901976362314045,-76.95242553187502
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91069192587789,-77.01645672418009
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89171924949791,-76.91249599650324
"Howard University, Le Droit Park, Cardozo/Shaw",38.91636069400746,-77.01855421449609
"Capitol Hill, Lincoln Park",38.87963,-76.99338
"Capitol Hill, Lincoln Park",38.87979,-76.99347
"Howard University, Le Droit Park, Cardozo/Shaw",38.91562220328108,-77.03149143396891
"Union Station, Stanton Park, Kingman Park",38.9066728,-77.00782050000001
"Union Station, Stanton Park, Kingman Park",38.9066728,-77.00782050000001
"Georgetown, Burleith/Hillandale",38.91678105204339,-77.07559387014201
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90376056494088,-77.0206720306339
"Brookland, Brentwood, Langdon",38.92850370991973,-76.98005538921937
"Capitol View, Marshall Heights, Benning Heights",38.8816472,-76.943255
"Douglas, Shipley Terrace",38.84463,-76.97497
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9034401,-77.01598609999996
"North Michigan Park, Michigan Park, University Heights",38.94763000931631,-76.9799442079926
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.90891501391984,-77.08609448115126
"Union Station, Stanton Park, Kingman Park",38.9066728,-77.00782050000001
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92383305934131,-77.02385803848138
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91396665105611,-77.014224468279
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91759106536728,-77.00171242152545
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95592,-76.99287
"Friendship Heights, American University Park, Tenleytown",38.952007406366384,-77.08850278549292
"Union Station, Stanton Park, Kingman Park",38.9066728,-77.00782050000001
"Brightwood Park, Crestwood, Petworth",38.95637396876505,-77.02830260803553
"Dupont Circle, Connecticut Avenue/K Street",38.91534722645381,-77.04257327445984
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.8974,-76.93062
"Shaw, Logan Circle",38.91018424407059,-77.01933775488203
"Congress Heights, Bellevue, Washington Highlands",38.82705928575796,-77.01131098869521
"Brightwood Park, Crestwood, Petworth",38.940313976469135,-77.02185352027816
"Brightwood Park, Crestwood, Petworth",38.93864794151199,-77.02205686319796
"Brookland, Brentwood, Langdon",38.9289905,-76.9715295
"Union Station, Stanton Park, Kingman Park",38.89286,-76.99192
"Dupont Circle, Connecticut Avenue/K Street",38.9152144857252,-77.04290121716481
"Union Station, Stanton Park, Kingman Park",38.89714,-76.99744
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92045603068468,-77.04303766441802
"Capitol Hill, Lincoln Park",38.88677983190003,-76.9765221566327
"Capitol Hill, Lincoln Park",38.88642,-76.97843
"Capitol Hill, Lincoln Park",38.887099083714574,-76.9764595705319
"Dupont Circle, Connecticut Avenue/K Street",38.91859640000001,-77.03757990000001
"Hawthorne, Barnaby Woods, Chevy Chase",38.9814764747253,-77.05464563343483
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.8944185,-76.9982594
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Douglas, Shipley Terrace",38.85151,-76.97832
"Ivy City, Arboretum, Trinidad, Carver Langston",38.91315,-76.97264
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9012149,-76.9764553
"Union Station, Stanton Park, Kingman Park",38.90667,-77.00782
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Woodridge, Fort Lincoln, Gateway",38.927,-76.96069
"Takoma, Brightwood, Manor Park",38.957085,-77.013872
"Union Station, Stanton Park, Kingman Park",38.9066728,-77.00782050000001
"Union Station, Stanton Park, Kingman Park",38.90667,-77.00782
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92650361848311,-77.05261101982722
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92202051909605,-77.0017529197144
"Capitol Hill, Lincoln Park",38.87861798538111,-76.99249528421014
"Shaw, Logan Circle",38.91388,-77.03075
"Union Station, Stanton Park, Kingman Park",38.9066728,-77.00782050000001
"Shaw, Logan Circle",38.9094636,-77.0276938
"Union Station, Stanton Park, Kingman Park",38.89833,-76.99591
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93529,-77.04333
"Cathedral Heights, McLean Gardens, Glover Park",38.9182102,-77.0732089
"North Michigan Park, Michigan Park, University Heights",38.94620885934317,-76.99727625702424
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90178743991672,-76.92619610577822
"Friendship Heights, American University Park, Tenleytown",38.95673,-77.08838
"Union Station, Stanton Park, Kingman Park",38.89773137610225,-76.98410692999578
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92503230653705,-77.02523559834249
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9023878162174,-76.98746680268829
"North Michigan Park, Michigan Park, University Heights",38.93499,-76.9882
"Union Station, Stanton Park, Kingman Park",38.8995042,-77.00234259999999
"Shaw, Logan Circle",38.9103,-77.02365
"Union Station, Stanton Park, Kingman Park",38.8995042,-77.00234259999999
"Union Station, Stanton Park, Kingman Park",38.89865263218343,-77.00182893854605
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Near Southeast, Navy Yard",38.87675200670373,-77.00684285044808
"Near Southeast, Navy Yard",38.87766432636751,-77.00691918495345
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90804311833406,-76.98552166137696
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8949683,-77.0232515
"Friendship Heights, American University Park, Tenleytown",38.95176698739588,-77.0840322946328
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.903271814958416,-77.0262217122184
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.923945,-77.0294091
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.937985589289895,-77.06604288804522
"Brightwood Park, Crestwood, Petworth",38.9385328982704,-77.02229432813685
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.90919,-77.08653
"Capitol Hill, Lincoln Park",38.8844343,-77.00104859999999
"Capitol Hill, Lincoln Park",38.88736143339358,-76.99039102953725
"Shaw, Logan Circle",38.9103256,-77.02367890000001
"Shaw, Logan Circle",38.9113818658163,-77.02285390879094
"Shaw, Logan Circle",38.9103256,-77.02367890000001
"Shaw, Logan Circle",38.91057749889425,-77.02430940250245
"Capitol Hill, Lincoln Park",38.877605888290255,-76.98923552189777
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.873917842126446,-77.01123979963302
"Howard University, Le Droit Park, Cardozo/Shaw",38.91639700624791,-77.03071296008127
"North Michigan Park, Michigan Park, University Heights",38.948691151725306,-76.98987435721666
"Friendship Heights, American University Park, Tenleytown",38.94399,-77.07234
"Dupont Circle, Connecticut Avenue/K Street",38.91322,-77.04124
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.926799334019705,-77.02330789932667
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95609,-76.99717
"Howard University, Le Droit Park, Cardozo/Shaw",38.91627611429973,-77.02046077747126
"Brookland, Brentwood, Langdon",38.9278094616203,-76.97573787042384
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.926611972640224,-77.02593953487956
"Howard University, Le Droit Park, Cardozo/Shaw",38.91483669458946,-77.02520756952697
"Union Station, Stanton Park, Kingman Park",38.9078913606634,-77.0061709217063
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93219,-77.03875
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9092002,-76.9848562
"Sheridan, Barry Farm, Buena Vista",38.858,-76.98644
"Capitol Hill, Lincoln Park",38.8905,-76.99297
"Union Station, Stanton Park, Kingman Park",38.9066728,-77.00782050000001
"Union Station, Stanton Park, Kingman Park",38.9066728,-77.00782050000001
"Brightwood Park, Crestwood, Petworth",38.94426673459852,-77.02540687429183
"Union Station, Stanton Park, Kingman Park",38.89861669652029,-76.97645189024249
"Brightwood Park, Crestwood, Petworth",38.943725445196094,-77.0258482516566
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90678745783316,-77.00982308770044
"River Terrace, Benning, Greenway, Dupont Park",38.89338690540466,-76.94726554927011
"Union Station, Stanton Park, Kingman Park",38.89794925678053,-76.98743661880111
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.929018503119295,-77.02479755818138
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92271443405,-77.03515391372551
"Takoma, Brightwood, Manor Park",38.96249,-77.0213
"Shaw, Logan Circle",38.913085582497445,-77.03184327176967
"Union Station, Stanton Park, Kingman Park",38.90190067195065,-76.9946196871838
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90804186877757,-76.98680887755573
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91857479999999,-77.0008567
"Union Station, Stanton Park, Kingman Park",38.895916769031054,-76.97476171801026
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.85958059627553,-76.95261766883694
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90904281866965,-77.00942868226723
"Capitol Hill, Lincoln Park",38.88978181182246,-76.98679750737007
"Dupont Circle, Connecticut Avenue/K Street",38.91257427852173,-77.03957641841596
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91575368520855,-77.04705843857353
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Brightwood Park, Crestwood, Petworth",38.9378482,-77.0222843
"Dupont Circle, Connecticut Avenue/K Street",38.91422906835732,-77.03961891049063
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91367233820513,-77.01733438847324
"Cathedral Heights, McLean Gardens, Glover Park",38.9238125,-77.0796053
"Georgetown, Burleith/Hillandale",38.908664,-77.0644851
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91431,-77.01399
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.913153,-77.0127902
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.9246379186194,-77.10219690274404
"Dupont Circle, Connecticut Avenue/K Street",38.9045231,-77.040184
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95574968572258,-76.99210005201563
"Mayfair, Hillbrook, Mahaning Heights",38.89731702031128,-76.94011047565314
"Capitol Hill, Lincoln Park",38.8882351,-76.98801139999999
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86968685496773,-76.96840926005089
"Union Station, Stanton Park, Kingman Park",38.897462408848405,-76.9923975130656
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90208133306896,-76.98082973396876
"North Cleveland Park, Forest Hills, Van Ness",38.9502769,-77.0674369
"Shaw, Logan Circle",38.91292,-77.03018
"Georgetown, Burleith/Hillandale",38.90457953667989,-77.05825407301637
"Georgetown, Burleith/Hillandale",38.9035283088288,-77.05746335678961
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.864478475579766,-76.97436483786436
"Brightwood Park, Crestwood, Petworth",38.95960257070125,-77.03712820378549
"Union Station, Stanton Park, Kingman Park",38.89766,-76.98412
"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96234733375039,-77.00061235115648
"Takoma, Brightwood, Manor Park",38.974215788481104,-77.0254625580967
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93273792871411,-77.10761106380757
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9173198457482,-77.01156335932367
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91932510634928,-77.01002756645678
"Capitol Hill, Lincoln Park",38.88721222070709,-76.99775960342372
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91406053676838,-77.0162926685728
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90032304033552,-76.97811175903212
"West End, Foggy Bottom, GWU",38.90099439999999,-77.04957859999999
"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.8531038,-76.96706549999999
"Capitol View, Marshall Heights, Benning Heights",38.87759553115392,-76.93533345215569
"West End, Foggy Bottom, GWU",38.89961402166936,-77.05307555015864
"Shaw, Logan Circle",38.91043730368967,-77.02749509113185
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.8702223,-76.9819794
"Kalorama Heights, Adams Morgan, Lanier Heights",38.92382572747115,-77.03775536512954
"Brightwood Park, Crestwood, Petworth",38.94534302288552,-77.0258659092332
"Capitol View, Marshall Heights, Benning Heights",38.888376318262026,-76.92658893946233
"Shaw, Logan Circle",38.9124497225713,-77.02203680684107
"Shaw, Logan Circle",38.91213908367068,-77.02432809707322
"Union Station, Stanton Park, Kingman Park",38.8959505,-76.97848069999999
"Capitol View, Marshall Heights, Benning Heights",38.8912668,-76.9360672
"Howard University, Le Droit Park, Cardozo/Shaw",38.917789639985,-77.02905649104005
"Howard University, Le Droit Park, Cardozo/Shaw",38.917771291407554,-77.03017008942865
"Howard University, Le Droit Park, Cardozo/Shaw",38.91776,-77.03027
"Howard University, Le Droit Park, Cardozo/Shaw",38.91748820028002,-77.02970219955326
"Howard University, Le Droit Park, Cardozo/Shaw",38.91758752067685,-77.02861875123592
"Howard University, Le Droit Park, Cardozo/Shaw",38.91705,-77.02836
"Howard University, Le Droit Park, Cardozo/Shaw",38.9166612,-77.0293469
"Howard University, Le Droit Park, Cardozo/Shaw",38.91577,-77.03005
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Cathedral Heights, McLean Gardens, Glover Park",38.92042249171238,-77.07734691849032
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90010425237006,-76.97790538395395
"Congress Heights, Bellevue, Washington Highlands",38.838501419423686,-77.0037231462434
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93586172691933,-77.06138916132836
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92673099985697,-77.0250867162784
"Union Station, Stanton Park, Kingman Park",38.90172275318485,-76.99318170561062
"North Michigan Park, Michigan Park, University Heights",38.934930611864566,-76.99206436209468
"Dupont Circle, Connecticut Avenue/K Street",38.91294931064128,-77.03984177907861
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90801708238695,-76.98099719749256
"Capitol Hill, Lincoln Park",38.88772123344688,-76.97964995400913
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Sheridan, Barry Farm, Buena Vista",38.85705640333834,-76.98166795692003
"Brightwood Park, Crestwood, Petworth",38.9439395087661,-77.0257119105718
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93957426317554,-77.06756379356231
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87535564524136,-76.9603922376057
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90886022295201,-77.01037523483537
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93602367428223,-77.02106984685342
"Congress Heights, Bellevue, Washington Highlands",38.84108836857524,-77.00592142813704
"Shaw, Logan Circle",38.9133654714999,-77.02886386653233
"West End, Foggy Bottom, GWU",38.9018725,-77.05203329999999
"Douglas, Shipley Terrace",38.8487422,-76.98126169999999
"Mayfair, Hillbrook, Mahaning Heights",38.89369441149719,-76.93943423112847
"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.925492289864096,-77.05091687924075
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91238,-77.01059
"Capitol Hill, Lincoln Park",38.88201,-76.99387
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87496682029059,-76.97162534981297
"North Michigan Park, Michigan Park, University Heights",38.94507,-76.98826
"Union Station, Stanton Park, Kingman Park",38.89890884382868,-77.00199542150753
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93588269207795,-77.02035154216517
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93187108901948,-77.02468528658684
"Cathedral Heights, McLean Gardens, Glover Park",38.92601238656632,-77.0812961648163
"Mayfair, Hillbrook, Mahaning Heights",38.89282612011001,-76.94171726471043
"Dupont Circle, Connecticut Avenue/K Street",38.91572238795876,-77.03697947130253
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92714647733904,-77.02232958057
"Dupont Circle, Connecticut Avenue/K Street",38.9083719,-77.0470213
"Shaw, Logan Circle",38.9076029,-77.0244436
"Dupont Circle, Connecticut Avenue/K Street",38.913678,-77.04527
Historic Anacostia,38.86261,-76.98733
