neighbourhood_cleansed,latitude,longitude
"Brookland, Brentwood, Langdon",38.93357682754549,-76.99207196944575
"Brookland, Brentwood, Langdon",38.928801014147474,-76.98061626958116
"Brightwood Park, Crestwood, Petworth",38.9449351620726,-77.02531154599664
"Brightwood Park, Crestwood, Petworth",38.94699,-77.02024
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91688,-77.01295
"Dupont Circle, Connecticut Avenue/K Street",38.91572028240656,-77.04373717594044
"Dupont Circle, Connecticut Avenue/K Street",38.91480240732206,-77.04466278197488
"Union Station, Stanton Park, Kingman Park",38.89528840000001,-76.9817913
"Brookland, Brentwood, Langdon",38.93345116927453,-76.9917706919804
"North Michigan Park, Michigan Park, University Heights",38.93475558844191,-76.99187948989342
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90799667367349,-77.00846610077161
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.907186288133545,-77.01026111446879
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9081074071081,-77.0104756129385
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92115026338597,-77.00916671491531
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9000787646027,-76.97849518252804
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90037,-76.97757
"North Michigan Park, Michigan Park, University Heights",38.93484233530132,-76.99000136618781
"North Michigan Park, Michigan Park, University Heights",38.93500871421717,-76.9914832234412
"Union Station, Stanton Park, Kingman Park",38.89591815170711,-76.97391006319111
"Union Station, Stanton Park, Kingman Park",38.8933784,-77.0007791
"Capitol Hill, Lincoln Park",38.890139,-77.000204
"Capitol Hill, Lincoln Park",38.890139,-77.000204
"Howard University, Le Droit Park, Cardozo/Shaw",38.91495527098986,-77.01670828991496
"Union Station, Stanton Park, Kingman Park",38.89664388056407,-76.99303158870316
"Shaw, Logan Circle",38.91092,-77.01933
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.9048507,-76.93190799999999
"Brightwood Park, Crestwood, Petworth",38.94562673102591,-77.02763944005014
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.910694376578284,-77.0104367085916
"Brightwood Park, Crestwood, Petworth",38.95165010399502,-77.01392749168748
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.917527206095656,-77.00632311921393
"River Terrace, Benning, Greenway, Dupont Park",38.891260937886,-76.95758101834556
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91616653318861,-77.0076692420265
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91824752442412,-77.00627223866118
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91618111312501,-77.00700793952261
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91792704035339,-77.00673981336351
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90712517563383,-76.98120833327208
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89782007198384,-77.0093714849475
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92938148489581,-77.042119741572
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91790033139145,-77.00642667550099
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.917792641738345,-77.00826551869142
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.917980715567246,-77.00648723814238
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93613720895552,-77.03480665967275
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90765584222368,-76.98511331043598
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92698268330739,-77.02592918673665
"Union Station, Stanton Park, Kingman Park",38.89798996877973,-76.9762877314813
"Brookland, Brentwood, Langdon",38.92493322405083,-76.98861577156545
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91167680683366,-77.01148109993413
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91852841899162,-77.00954338512321
"Union Station, Stanton Park, Kingman Park",38.8975794,-76.9908013
"Congress Heights, Bellevue, Washington Highlands",38.82651681964388,-77.00957443836764
"Shaw, Logan Circle",38.90602174856345,-77.01579320014301
"Union Station, Stanton Park, Kingman Park",38.90463201843833,-77.00714143645197
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522
"Union Station, Stanton Park, Kingman Park",38.89497867030365,-76.97935178875923
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.907375,-77.00783
"Union Station, Stanton Park, Kingman Park",38.9058102,-76.99784749999999
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.911479636694665,-77.00459808799835
"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90525770344706,-77.01509216746175
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90306,-76.93032
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.904151236773096,-76.9301905824718
"Capitol Hill, Lincoln Park",38.88963475218984,-76.97129087003927
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91672932846237,-77.00639234182394
"Capitol Hill, Lincoln Park",38.88263,-77.00001
"Capitol Hill, Lincoln Park",38.88044046943715,-76.99476316790161
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93484574466036,-77.02045357300953
"Sheridan, Barry Farm, Buena Vista",38.86033,-76.99096
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.931851,-77.0317831
"Brookland, Brentwood, Langdon",38.93318615172676,-76.99044228094603
"Congress Heights, Bellevue, Washington Highlands",38.83723165017216,-77.00429124945686
"Capitol Hill, Lincoln Park",38.88381697478954,-76.9938278082217
"Capitol Hill, Lincoln Park",38.8904692,-76.9857615
"Brightwood Park, Crestwood, Petworth",38.9383253,-77.0187476
"North Michigan Park, Michigan Park, University Heights",38.934912271018966,-76.99140649244433
"Takoma, Brightwood, Manor Park",38.96908815396509,-77.03717114063168
"Congress Heights, Bellevue, Washington Highlands",38.829943195989294,-77.00982738498615
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9168022,-77.0078992
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90283543896024,-76.98861291351362
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90340351025927,-76.98832068491441
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90434230017423,-76.98858245099191
"Shaw, Logan Circle",38.912707771336,-77.02562411892788
"Capitol Hill, Lincoln Park",38.881091987337335,-76.99988321816257
"Capitol Hill, Lincoln Park",38.88242043872917,-76.99836098150368
"Capitol Hill, Lincoln Park",38.88292785950814,-76.99966038634466
"Capitol Hill, Lincoln Park",38.8811483816755,-76.99826352493199
"Capitol Hill, Lincoln Park",38.881040434050696,-76.99862224639098
"Dupont Circle, Connecticut Avenue/K Street",38.91214675805705,-77.03914538607873
"Dupont Circle, Connecticut Avenue/K Street",38.91418761888546,-77.0393714655265
"Dupont Circle, Connecticut Avenue/K Street",38.91221671599839,-77.03771263409241
"Dupont Circle, Connecticut Avenue/K Street",38.91219,-77.03836
"Dupont Circle, Connecticut Avenue/K Street",38.91221025113333,-77.03977515040867
"Dupont Circle, Connecticut Avenue/K Street",38.914230760638425,-77.03919074409491
"Dupont Circle, Connecticut Avenue/K Street",38.91376,-77.04094
"Dupont Circle, Connecticut Avenue/K Street",38.91350619896955,-77.04334353430542
"Dupont Circle, Connecticut Avenue/K Street",38.91511298783223,-77.04334116659007
"Capitol Hill, Lincoln Park",38.88736433369464,-77.00370279445197
"Ivy City, Arboretum, Trinidad, Carver Langston",38.906855685771546,-76.98395604308946
"Union Station, Stanton Park, Kingman Park",38.89230899462507,-76.99825411326509
"Takoma, Brightwood, Manor Park",38.95787,-77.01499
"Brightwood Park, Crestwood, Petworth",38.95985016955897,-77.02542174607515
"Union Station, Stanton Park, Kingman Park",38.89688379154119,-76.99709277486792
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90891206933701,-76.98331231445484
"Brookland, Brentwood, Langdon",38.92148193060696,-76.98716643911777
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9168022,-77.0078992
"Capitol Hill, Lincoln Park",38.883875368906665,-77.00270658728259
"Mayfair, Hillbrook, Mahaning Heights",38.8995424,-76.94460029999999
"Capitol Hill, Lincoln Park",38.88043828173507,-76.99643704807612
"Union Station, Stanton Park, Kingman Park",38.893443,-76.99465599999999
"Union Station, Stanton Park, Kingman Park",38.8934653,-76.99468550000002
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.924703980624,-77.00920685914636
"Douglas, Shipley Terrace",38.84288194584472,-76.98838575043392
"Douglas, Shipley Terrace",38.84314230199168,-76.98835368508941
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93603679982474,-77.02355983249228
"Ivy City, Arboretum, Trinidad, Carver Langston",38.899956331507376,-76.97489886701878
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93273866374408,-77.03257363391006
"Congress Heights, Bellevue, Washington Highlands",38.842932886647525,-76.98997618260677
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87694089585836,-76.96405612333548
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91815581873254,-77.00823960230268
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91599,-77.00656
"Howard University, Le Droit Park, Cardozo/Shaw",38.91500333647504,-77.0345423840829
"Capitol Hill, Lincoln Park",38.8905438,-77.00153279999999
"Mayfair, Hillbrook, Mahaning Heights",38.8976954,-76.9378167
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93411252466159,-77.02191324498152
"West End, Foggy Bottom, GWU",38.9070037,-77.0481302
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93299112556495,-77.02163273199749
"Congress Heights, Bellevue, Washington Highlands",38.84583193483794,-77.00178441045699
"Georgetown, Burleith/Hillandale",38.90728,-77.06199
"Georgetown, Burleith/Hillandale",38.90663,-77.05657
"Mayfair, Hillbrook, Mahaning Heights",38.89852855822959,-76.93727505598095
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86951924040429,-76.96802144907214
"Capitol Hill, Lincoln Park",38.88768795478831,-77.00009822007935
"Howard University, Le Droit Park, Cardozo/Shaw",38.91610769488275,-77.02157977833554
"Howard University, Le Droit Park, Cardozo/Shaw",38.914695477437455,-77.0284210776079
"Howard University, Le Droit Park, Cardozo/Shaw",38.91669,-77.02504
"Shaw, Logan Circle",38.91347347956042,-77.02049646569154
"Howard University, Le Droit Park, Cardozo/Shaw",38.91521654014001,-77.02356381473724
"Howard University, Le Droit Park, Cardozo/Shaw",38.9180060183352,-77.02398587113933
"Howard University, Le Droit Park, Cardozo/Shaw",38.91623809293208,-77.02303935661652
"Howard University, Le Droit Park, Cardozo/Shaw",38.91628643639845,-77.02034585386698
"Howard University, Le Droit Park, Cardozo/Shaw",38.91487023096003,-77.02196882259493
"Capitol Hill, Lincoln Park",38.88039766236607,-76.98023206113649
"Capitol Hill, Lincoln Park",38.8855435911303,-77.0007606784626
"Capitol Hill, Lincoln Park",38.88229876850728,-76.99654013667812
"Capitol Hill, Lincoln Park",38.88208168328866,-76.99430522180529
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91967843437529,-77.03787330542002
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91960113466023,-77.03686982223363
"Brightwood Park, Crestwood, Petworth",38.94543616953848,-77.02760586559563
"Shaw, Logan Circle",38.9104415896469,-77.01936564773258
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.9044656475685,-76.92822872979433
"Ivy City, Arboretum, Trinidad, Carver Langston",38.90525,-76.98041
"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92854626829736,-77.10761977200207
"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.8624340204892,-76.95240064817365
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9054994,-76.9816641
"Dupont Circle, Connecticut Avenue/K Street",38.916431704158825,-77.04018767775494
"West End, Foggy Bottom, GWU",38.90608,-77.04926
"Shaw, Logan Circle",38.90878122234599,-77.02330318458647
"Howard University, Le Droit Park, Cardozo/Shaw",38.92008595403281,-77.02474776576359
"Capitol Hill, Lincoln Park",38.88268953720692,-76.99008633704108
"Capitol Hill, Lincoln Park",38.88295538695986,-76.99212857097238
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9291,-77.02259
"Capitol Hill, Lincoln Park",38.88912028144309,-76.99659060436126
"Brightwood Park, Crestwood, Petworth",38.95152436972719,-77.0173243922249
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93037003846614,-77.02465972837761
"Brookland, Brentwood, Langdon",38.92433855668755,-76.98141212046527
"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.8687078,-76.98242019999999
"Union Station, Stanton Park, Kingman Park",38.893443,-76.99465599999999
"Congress Heights, Bellevue, Washington Highlands",38.83288300040395,-76.99273815991408
"Union Station, Stanton Park, Kingman Park",38.8934653,-76.99468550000002
"Union Station, Stanton Park, Kingman Park",38.892697978713045,-76.99356655197523
"Union Station, Stanton Park, Kingman Park",38.89245,-76.99352
"Congress Heights, Bellevue, Washington Highlands",38.84598791297272,-77.00179402357408
"Congress Heights, Bellevue, Washington Highlands",38.84611,-77.00208
"Douglas, Shipley Terrace",38.8440313,-76.976043
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92430879170527,-77.02852398778212
"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.907405,-77.00965939999999
"Shaw, Logan Circle",38.91117043215984,-77.03138339262152
"Brightwood Park, Crestwood, Petworth",38.95107951438317,-77.01719975587791
"Kalorama Heights, Adams Morgan, Lanier Heights",38.91502,-77.04769
"Kalorama Heights, Adams Morgan, Lanier Heights",38.916966620955655,-77.0457131886576
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9018161,-76.9802601
"Dupont Circle, Connecticut Avenue/K Street",38.90893944615279,-77.04872624639692
"Dupont Circle, Connecticut Avenue/K Street",38.91036560597261,-77.0352592825119
"Kalorama Heights, Adams Morgan, Lanier Heights",38.923137963555206,-77.04078715581971
"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89363,-76.92075
"Congress Heights, Bellevue, Washington Highlands",38.837085761015125,-77.00197864198218
"Dupont Circle, Connecticut Avenue/K Street",38.91183370175706,-77.04269281036143
"Shaw, Logan Circle",38.91377214986375,-77.03231420929588
"Shaw, Logan Circle",38.90596,-77.02451
"Shaw, Logan Circle",38.91193925278288,-77.03078895313041
"Dupont Circle, Connecticut Avenue/K Street",38.91359975605419,-77.04430189924445
"Union Station, Stanton Park, Kingman Park",38.8991,-76.99021
"Howard University, Le Droit Park, Cardozo/Shaw",38.91843258562948,-77.03366967502225
"Near Southeast, Navy Yard",38.87813690599882,-77.00857882481482
"Capitol Hill, Lincoln Park",38.88669,-76.99601
"Shaw, Logan Circle",38.91377113038497,-77.03242403470028
"Ivy City, Arboretum, Trinidad, Carver Langston",38.9059581,-76.98311149999999
"Near Southeast, Navy Yard",38.87977906656305,-76.99931364963827
"Capitol View, Marshall Heights, Benning Heights",38.8852543,-76.93111019999999
"Near Southeast, Navy Yard",38.88098338070571,-77.00763515709761
"Congress Heights, Bellevue, Washington Highlands",38.83473870536507,-77.00335310714485
"Shaw, Logan Circle",38.91155034725828,-77.03385051230813
"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.924886,-77.02672729999999
"Capitol Hill, Lincoln Park",38.881097736833965,-76.99964609529799
